deviceSerialnum,temperature(°C),humidity,vpd,temperature(°F),co2,Timestamp,ppfd
80F1B2B8091C,21.6,68.4,0.82,70.9,,2026-05-12 00:20:00,
80F1B2B8091C,21.8,70,0.78,71.2,,2026-05-12 00:25:00,
80F1B2B8091C,21.8,72.5,0.72,71.2,,2026-05-12 00:30:00,
80F1B2B8091C,21.9,72,0.74,71.4,,2026-05-12 00:35:00,
80F1B2B8091C,22.0,73.4,0.7,71.6,,2026-05-12 00:40:00,
80F1B2B8091C,22.1,72,0.74,71.8,,2026-05-12 00:45:00,
80F1B2B8091C,22.2,73.6,0.71,72.0,,2026-05-12 00:50:00,
80F1B2B8091C,22.3,74.7,0.68,72.1,,2026-05-12 00:55:00,
80F1B2B8091C,22.3,75.3,0.67,72.1,,2026-05-12 01:00:00,
80F1B2B8091C,22.2,75.2,0.66,72.0,,2026-05-12 01:05:00,
80F1B2B8091C,22.2,75.9,0.64,72.0,,2026-05-12 01:10:00,
80F1B2B8091C,22.2,76,0.64,72.0,,2026-05-12 01:15:00,
80F1B2B8091C,22.2,76,0.64,72.0,,2026-05-12 01:20:00,
80F1B2B8091C,22.1,76.2,0.63,71.8,,2026-05-12 01:25:00,
80F1B2B8091C,22.1,71.7,0.75,71.8,,2026-05-12 01:30:00,
80F1B2B8091C,22.0,73.8,0.69,71.6,,2026-05-12 01:35:00,
80F1B2B8091C,22.0,74.6,0.67,71.6,,2026-05-12 01:40:00,
80F1B2B8091C,22.1,74.9,0.67,71.8,,2026-05-12 01:45:00,
80F1B2B8091C,22.1,75.4,0.65,71.8,,2026-05-12 01:50:00,
80F1B2B8091C,22.1,75.6,0.65,71.8,,2026-05-12 01:55:00,
80F1B2B8091C,22.1,75.7,0.65,71.8,,2026-05-12 02:00:00,
80F1B2B8091C,22.1,75.8,0.64,71.8,,2026-05-12 02:05:00,
80F1B2B8091C,22.1,75.9,0.64,71.8,,2026-05-12 02:10:00,
80F1B2B8091C,22.1,76.2,0.63,71.8,,2026-05-12 02:15:00,
80F1B2B8091C,22.1,76.3,0.63,71.8,,2026-05-12 02:20:00,
80F1B2B8091C,22.2,76.3,0.63,72.0,,2026-05-12 02:25:00,
80F1B2B8091C,22.1,76.4,0.63,71.8,,2026-05-12 02:30:00,
80F1B2B8091C,22.2,76.5,0.63,72.0,,2026-05-12 02:35:00,
80F1B2B8091C,22.2,76.6,0.63,72.0,,2026-05-12 02:40:00,
80F1B2B8091C,22.2,76.7,0.62,72.0,,2026-05-12 02:45:00,
80F1B2B8091C,22.2,76.8,0.62,72.0,,2026-05-12 02:50:00,
80F1B2B8091C,22.2,76.8,0.62,72.0,,2026-05-12 02:55:00,
80F1B2B8091C,22.2,76.8,0.62,72.0,,2026-05-12 03:00:00,
80F1B2B8091C,21.9,65.2,0.91,71.4,,2026-05-12 03:05:00,
80F1B2B8091C,21.8,66.9,0.86,71.2,,2026-05-12 03:10:00,
80F1B2B8091C,21.9,69,0.81,71.4,,2026-05-12 03:15:00,
80F1B2B8091C,22.0,70.6,0.78,71.6,,2026-05-12 03:20:00,
80F1B2B8091C,22.1,71.5,0.76,71.8,,2026-05-12 03:25:00,
80F1B2B8091C,22.1,72.4,0.73,71.8,,2026-05-12 03:30:00,
80F1B2B8091C,22.1,73,0.72,71.8,,2026-05-12 03:35:00,
80F1B2B8091C,22.1,73.6,0.7,71.8,,2026-05-12 03:40:00,
80F1B2B8091C,22.2,74,0.7,72.0,,2026-05-12 03:45:00,
80F1B2B8091C,22.2,74.4,0.69,72.0,,2026-05-12 03:50:00,
80F1B2B8091C,22.2,74.6,0.68,72.0,,2026-05-12 03:55:00,
80F1B2B8091C,22.2,74.9,0.67,72.0,,2026-05-12 04:00:00,
80F1B2B8091C,22.0,63.4,0.97,71.6,,2026-05-12 04:05:00,
80F1B2B8091C,21.8,64.8,0.92,71.2,,2026-05-12 04:10:00,
80F1B2B8091C,21.9,66.8,0.87,71.4,,2026-05-12 04:15:00,
80F1B2B8091C,22.0,68.4,0.84,71.6,,2026-05-12 04:20:00,
80F1B2B8091C,22.1,69.7,0.81,71.8,,2026-05-12 04:25:00,
80F1B2B8091C,22.1,70.7,0.78,71.8,,2026-05-12 04:30:00,
80F1B2B8091C,22.2,71.6,0.76,72.0,,2026-05-12 04:35:00,
80F1B2B8091C,22.2,72.1,0.75,72.0,,2026-05-12 04:40:00,
80F1B2B8091C,22.2,72.6,0.73,72.0,,2026-05-12 04:45:00,
80F1B2B8091C,22.2,72.9,0.73,72.0,,2026-05-12 04:50:00,
80F1B2B8091C,22.2,73.4,0.71,72.0,,2026-05-12 04:55:00,
80F1B2B8091C,22.2,73.7,0.7,72.0,,2026-05-12 05:00:00,
80F1B2B8091C,22.0,61.8,1.01,71.6,,2026-05-12 05:05:00,
80F1B2B8091C,21.8,62.1,0.99,71.2,,2026-05-12 05:10:00,
80F1B2B8091C,21.9,65.1,0.92,71.4,,2026-05-12 05:15:00,
80F1B2B8091C,22.0,66.8,0.88,71.6,,2026-05-12 05:20:00,
80F1B2B8091C,22.1,68,0.85,71.8,,2026-05-12 05:25:00,
80F1B2B8091C,22.1,69,0.82,71.8,,2026-05-12 05:30:00,
80F1B2B8091C,22.2,69.9,0.81,72.0,,2026-05-12 05:35:00,
80F1B2B8091C,22.2,70.5,0.79,72.0,,2026-05-12 05:40:00,
80F1B2B8091C,22.2,71.1,0.77,72.0,,2026-05-12 05:45:00,
80F1B2B8091C,22.2,71.6,0.76,72.0,,2026-05-12 05:50:00,
80F1B2B8091C,22.2,72,0.75,72.0,,2026-05-12 05:55:00,
80F1B2B8091C,22.2,72.3,0.74,72.0,,2026-05-12 06:00:00,
80F1B2B8091C,22.0,60.2,1.05,71.6,,2026-05-12 06:05:00,
80F1B2B8091C,21.9,60.7,1.03,71.4,,2026-05-12 06:10:00,
80F1B2B8091C,22.0,63.2,0.97,71.6,,2026-05-12 06:15:00,
80F1B2B8091C,22.1,64.8,0.94,71.8,,2026-05-12 06:20:00,
80F1B2B8091C,22.1,66.2,0.9,71.8,,2026-05-12 06:25:00,
80F1B2B8091C,22.1,67.3,0.87,71.8,,2026-05-12 06:30:00,
80F1B2B8091C,22.2,68.1,0.85,72.0,,2026-05-12 06:35:00,
80F1B2B8091C,22.2,68.7,0.84,72.0,,2026-05-12 06:40:00,
80F1B2B8091C,22.2,69.2,0.82,72.0,,2026-05-12 06:45:00,
80F1B2B8091C,22.2,69.5,0.82,72.0,,2026-05-12 06:50:00,
80F1B2B8091C,22.2,69.9,0.81,72.0,,2026-05-12 06:55:00,
80F1B2B8091C,22.2,70.2,0.8,72.0,,2026-05-12 07:00:00,
80F1B2B8091C,22.0,58.3,1.1,71.6,,2026-05-12 07:05:00,
80F1B2B8091C,21.9,58.4,1.09,71.4,,2026-05-12 07:10:00,
80F1B2B8091C,22.0,60.7,1.04,71.6,,2026-05-12 07:15:00,
80F1B2B8091C,22.1,62,1.01,71.8,,2026-05-12 07:20:00,
80F1B2B8091C,22.2,63,0.99,72.0,,2026-05-12 07:25:00,
80F1B2B8091C,22.2,63.9,0.97,72.0,,2026-05-12 07:30:00,
80F1B2B8091C,22.2,64.6,0.95,72.0,,2026-05-12 07:35:00,
80F1B2B8091C,22.2,65.2,0.93,72.0,,2026-05-12 07:40:00,
80F1B2B8091C,22.2,65.6,0.92,72.0,,2026-05-12 07:45:00,
80F1B2B8091C,22.2,66,0.91,72.0,,2026-05-12 07:50:00,
80F1B2B8091C,22.2,66.5,0.9,72.0,,2026-05-12 07:55:00,
80F1B2B8091C,22.3,66.7,0.9,72.1,,2026-05-12 08:00:00,
80F1B2B8091C,22.1,55.5,1.18,71.8,,2026-05-12 08:05:00,
80F1B2B8091C,22.0,55.6,1.17,71.6,,2026-05-12 08:10:00,
80F1B2B8091C,22.1,57.2,1.14,71.8,,2026-05-12 08:15:00,
80F1B2B8091C,22.1,58.4,1.11,71.8,,2026-05-12 08:20:00,
80F1B2B8091C,22.2,59.5,1.08,72.0,,2026-05-12 08:25:00,
80F1B2B8091C,22.2,60.5,1.06,72.0,,2026-05-12 08:30:00,
80F1B2B8091C,22.2,61.3,1.04,72.0,,2026-05-12 08:35:00,
80F1B2B8091C,22.2,61.9,1.02,72.0,,2026-05-12 08:40:00,
80F1B2B8091C,22.2,62.4,1.01,72.0,,2026-05-12 08:45:00,
80F1B2B8091C,22.3,62.9,1,72.1,,2026-05-12 08:50:00,
80F1B2B8091C,22.3,63.3,0.99,72.1,,2026-05-12 08:55:00,
80F1B2B8091C,22.3,63.7,0.98,72.1,,2026-05-12 09:00:00,
80F1B2B8091C,22.1,53.9,1.23,71.8,,2026-05-12 09:05:00,
80F1B2B8091C,22.0,54.2,1.21,71.6,,2026-05-12 09:10:00,
80F1B2B8091C,22.1,55.6,1.18,71.8,,2026-05-12 09:15:00,
80F1B2B8091C,22.2,56.8,1.16,72.0,,2026-05-12 09:20:00,
80F1B2B8091C,22.2,57.9,1.13,72.0,,2026-05-12 09:25:00,
80F1B2B8091C,22.2,58.8,1.1,72.0,,2026-05-12 09:30:00,
80F1B2B8091C,22.2,59.5,1.08,72.0,,2026-05-12 09:35:00,
80F1B2B8091C,22.3,60.3,1.07,72.1,,2026-05-12 09:40:00,
80F1B2B8091C,22.3,60.9,1.05,72.1,,2026-05-12 09:45:00,
80F1B2B8091C,22.3,61.4,1.04,72.1,,2026-05-12 09:50:00,
80F1B2B8091C,22.3,61.8,1.03,72.1,,2026-05-12 09:55:00,
80F1B2B8091C,22.3,62.2,1.02,72.1,,2026-05-12 10:00:00,
80F1B2B8091C,22.1,53.4,1.24,71.8,,2026-05-12 10:05:00,
80F1B2B8091C,22.1,53.2,1.24,71.8,,2026-05-12 10:10:00,
80F1B2B8091C,22.1,54.9,1.2,71.8,,2026-05-12 10:15:00,
80F1B2B8091C,22.2,55.9,1.18,72.0,,2026-05-12 10:20:00,
80F1B2B8091C,22.2,56.9,1.15,72.0,,2026-05-12 10:25:00,
80F1B2B8091C,22.3,57.8,1.14,72.1,,2026-05-12 10:30:00,
80F1B2B8091C,22.3,58.5,1.12,72.1,,2026-05-12 10:35:00,
80F1B2B8091C,22.3,59.3,1.1,72.1,,2026-05-12 10:40:00,
80F1B2B8091C,22.3,59.8,1.08,72.1,,2026-05-12 10:45:00,
80F1B2B8091C,22.3,60.4,1.07,72.1,,2026-05-12 10:50:00,
80F1B2B8091C,22.3,60.8,1.06,72.1,,2026-05-12 10:55:00,
80F1B2B8091C,22.4,61.2,1.05,72.3,,2026-05-12 11:00:00,
80F1B2B8091C,22.2,52.9,1.26,72.0,,2026-05-12 11:05:00,
80F1B2B8091C,22.1,53,1.25,71.8,,2026-05-12 11:10:00,
80F1B2B8091C,22.2,54.4,1.22,72.0,,2026-05-12 11:15:00,
80F1B2B8091C,22.3,55.5,1.2,72.1,,2026-05-12 11:20:00,
80F1B2B8091C,22.3,56.5,1.17,72.1,,2026-05-12 11:25:00,
80F1B2B8091C,22.3,57.3,1.15,72.1,,2026-05-12 11:30:00,
80F1B2B8091C,22.3,58,1.13,72.1,,2026-05-12 11:35:00,
80F1B2B8091C,22.3,58.7,1.11,72.1,,2026-05-12 11:40:00,
80F1B2B8091C,22.4,59.3,1.1,72.3,,2026-05-12 11:45:00,
80F1B2B8091C,22.4,59.8,1.09,72.3,,2026-05-12 11:50:00,
80F1B2B8091C,22.4,60.3,1.08,72.3,,2026-05-12 11:55:00,
80F1B2B8091C,22.4,60.8,1.06,72.3,,2026-05-12 12:00:00,
80F1B2B8091C,22.3,53,1.27,72.1,,2026-05-12 12:05:00,
80F1B2B8091C,22.1,52.9,1.25,71.8,,2026-05-12 12:10:00,
80F1B2B8091C,21.3,55.8,1.12,70.3,,2026-05-12 12:15:00,
80F1B2B8091C,20.7,58.3,1.02,69.3,,2026-05-12 12:20:00,
80F1B2B8091C,20.7,59.7,0.98,69.3,,2026-05-12 12:25:00,
80F1B2B8091C,21.2,59.2,1.03,70.2,,2026-05-12 12:30:00,
80F1B2B8091C,21.7,58.9,1.07,71.1,,2026-05-12 12:35:00,
80F1B2B8091C,22.0,58.8,1.09,71.6,,2026-05-12 12:40:00,
80F1B2B8091C,22.2,59,1.1,72.0,,2026-05-12 12:45:00,
80F1B2B8091C,22.3,59.2,1.1,72.1,,2026-05-12 12:50:00,
80F1B2B8091C,22.3,59.6,1.09,72.1,,2026-05-12 12:55:00,
80F1B2B8091C,22.3,60,1.08,72.1,,2026-05-12 13:00:00,
80F1B2B8091C,22.1,52.2,1.27,71.8,,2026-05-12 13:05:00,
80F1B2B8091C,22.0,52.2,1.26,71.6,,2026-05-12 13:10:00,
80F1B2B8091C,22.2,53.4,1.25,72.0,,2026-05-12 13:15:00,
80F1B2B8091C,22.3,54.4,1.23,72.1,,2026-05-12 13:20:00,
80F1B2B8091C,22.4,55.3,1.21,72.3,,2026-05-12 13:25:00,
80F1B2B8091C,22.2,56.4,1.17,72.0,,2026-05-12 13:30:00,
80F1B2B8091C,22.1,57.5,1.13,71.8,,2026-05-12 13:35:00,
80F1B2B8091C,21.9,58.5,1.09,71.4,,2026-05-12 13:40:00,
80F1B2B8091C,21.9,59.2,1.07,71.4,,2026-05-12 13:45:00,
80F1B2B8091C,21.8,60,1.04,71.2,,2026-05-12 13:50:00,
80F1B2B8091C,21.7,60.5,1.03,71.1,,2026-05-12 13:55:00,
80F1B2B8091C,21.6,61.2,1,70.9,,2026-05-12 14:00:00,
80F1B2B8091C,21.5,53.5,1.19,70.7,,2026-05-12 14:05:00,
80F1B2B8091C,21.3,53.7,1.17,70.3,,2026-05-12 14:10:00,
80F1B2B8091C,21.3,55.1,1.14,70.3,,2026-05-12 14:15:00,
80F1B2B8091C,21.4,56.1,1.12,70.5,,2026-05-12 14:20:00,
80F1B2B8091C,21.3,57,1.09,70.3,,2026-05-12 14:25:00,
80F1B2B8091C,21.4,57.9,1.07,70.5,,2026-05-12 14:30:00,
80F1B2B8091C,21.3,58.7,1.05,70.3,,2026-05-12 14:35:00,
80F1B2B8091C,21.3,59.4,1.03,70.3,,2026-05-12 14:40:00,
80F1B2B8091C,21.3,59.9,1.02,70.3,,2026-05-12 14:45:00,
80F1B2B8091C,21.3,60.5,1,70.3,,2026-05-12 14:50:00,
80F1B2B8091C,21.3,61,0.99,70.3,,2026-05-12 14:55:00,
80F1B2B8091C,21.3,61.3,0.98,70.3,,2026-05-12 15:00:00,
80F1B2B8091C,21.2,54,1.16,70.2,,2026-05-12 15:05:00,
80F1B2B8091C,21.2,53.9,1.16,70.2,,2026-05-12 15:10:00,
80F1B2B8091C,21.3,55.1,1.14,70.3,,2026-05-12 15:15:00,
80F1B2B8091C,21.3,56.1,1.11,70.3,,2026-05-12 15:20:00,
80F1B2B8091C,21.3,56.9,1.09,70.3,,2026-05-12 15:25:00,
80F1B2B8091C,21.4,57.7,1.08,70.5,,2026-05-12 15:30:00,
80F1B2B8091C,21.4,58.5,1.06,70.5,,2026-05-12 15:35:00,
80F1B2B8091C,21.4,59.1,1.04,70.5,,2026-05-12 15:40:00,
80F1B2B8091C,21.4,59.7,1.03,70.5,,2026-05-12 15:45:00,
80F1B2B8091C,21.4,60.1,1.02,70.5,,2026-05-12 15:50:00,
80F1B2B8091C,21.4,60.5,1.01,70.5,,2026-05-12 15:55:00,
80F1B2B8091C,21.5,60.9,1,70.7,,2026-05-12 16:00:00,
80F1B2B8091C,21.3,54,1.17,70.3,,2026-05-12 16:05:00,
80F1B2B8091C,21.3,54,1.17,70.3,,2026-05-12 16:10:00,
80F1B2B8091C,21.3,55.1,1.14,70.3,,2026-05-12 16:15:00,
80F1B2B8091C,21.4,56.2,1.12,70.5,,2026-05-12 16:20:00,
80F1B2B8091C,21.4,57,1.1,70.5,,2026-05-12 16:25:00,
80F1B2B8091C,21.4,57.8,1.08,70.5,,2026-05-12 16:30:00,
80F1B2B8091C,21.4,58.6,1.06,70.5,,2026-05-12 16:35:00,
80F1B2B8091C,21.4,59.2,1.04,70.5,,2026-05-12 16:40:00,
80F1B2B8091C,21.4,59.8,1.02,70.5,,2026-05-12 16:45:00,
80F1B2B8091C,21.4,60.3,1.01,70.5,,2026-05-12 16:50:00,
80F1B2B8091C,21.4,60.8,1,70.5,,2026-05-12 16:55:00,
80F1B2B8091C,21.4,61.2,0.99,70.5,,2026-05-12 17:00:00,
80F1B2B8091C,21.3,54.2,1.16,70.3,,2026-05-12 17:05:00,
80F1B2B8091C,21.2,55.4,1.12,70.2,,2026-05-12 17:15:00,
80F1B2B8091C,21.3,56.3,1.11,70.3,,2026-05-12 17:20:00,
80F1B2B8091C,21.3,57.2,1.08,70.3,,2026-05-12 17:25:00,
80F1B2B8091C,21.3,58,1.06,70.3,,2026-05-12 17:30:00,
80F1B2B8091C,21.3,58.7,1.05,70.3,,2026-05-12 17:35:00,
80F1B2B8091C,21.3,59.3,1.03,70.3,,2026-05-12 17:40:00,
80F1B2B8091C,21.4,59.8,1.02,70.5,,2026-05-12 17:45:00,
80F1B2B8091C,21.5,60.1,1.02,70.7,,2026-05-12 17:50:00,
80F1B2B8091C,21.5,60.4,1.02,70.7,,2026-05-12 17:55:00,
80F1B2B8091C,21.6,60.6,1.02,70.9,,2026-05-12 18:00:00,
80F1B2B8091C,21.5,54,1.18,70.7,,2026-05-12 18:05:00,
80F1B2B8091C,21.5,53.7,1.19,70.7,,2026-05-12 18:10:00,
80F1B2B8091C,21.6,54.7,1.17,70.9,,2026-05-12 18:15:00,
80F1B2B8091C,21.7,55.6,1.15,71.1,,2026-05-12 18:20:00,
80F1B2B8091C,21.7,56.2,1.14,71.1,,2026-05-12 18:25:00,
80F1B2B8091C,21.8,57,1.12,71.2,,2026-05-12 18:30:00,
80F1B2B8091C,21.8,57.6,1.11,71.2,,2026-05-12 18:35:00,
80F1B2B8091C,21.9,58.2,1.1,71.4,,2026-05-12 18:40:00,
80F1B2B8091C,21.9,58.6,1.09,71.4,,2026-05-12 18:45:00,
80F1B2B8091C,21.9,59.1,1.07,71.4,,2026-05-12 18:50:00,
80F1B2B8091C,21.9,59.5,1.06,71.4,,2026-05-12 18:55:00,
80F1B2B8091C,22.0,59.9,1.06,71.6,,2026-05-12 19:00:00,
80F1B2B8091C,21.9,53.2,1.23,71.4,,2026-05-12 19:05:00,
80F1B2B8091C,21.8,53,1.23,71.2,,2026-05-12 19:10:00,
80F1B2B8091C,21.9,54.1,1.21,71.4,,2026-05-12 19:15:00,
80F1B2B8091C,22.0,55,1.19,71.6,,2026-05-12 19:20:00,
80F1B2B8091C,22.0,55.8,1.17,71.6,,2026-05-12 19:25:00,
80F1B2B8091C,22.0,56.6,1.15,71.6,,2026-05-12 19:30:00,
80F1B2B8091C,22.0,57.4,1.13,71.6,,2026-05-12 19:35:00,
80F1B2B8091C,22.0,58.2,1.11,71.6,,2026-05-12 19:40:00,
80F1B2B8091C,22.0,58.8,1.09,71.6,,2026-05-12 19:45:00,
80F1B2B8091C,21.9,59.4,1.07,71.4,,2026-05-12 19:50:00,
80F1B2B8091C,21.9,60,1.05,71.4,,2026-05-12 19:55:00,
80F1B2B8091C,21.9,60.5,1.04,71.4,,2026-05-12 20:00:00,
80F1B2B8091C,21.8,54.4,1.19,71.2,,2026-05-12 20:05:00,
80F1B2B8091C,21.7,54.4,1.18,71.1,,2026-05-12 20:10:00,
80F1B2B8091C,21.7,55.5,1.16,71.1,,2026-05-12 20:15:00,
80F1B2B8091C,21.8,56.3,1.14,71.2,,2026-05-12 20:20:00,
80F1B2B8091C,21.8,57,1.12,71.2,,2026-05-12 20:25:00,
80F1B2B8091C,21.9,57.7,1.11,71.4,,2026-05-12 20:30:00,
80F1B2B8091C,21.9,58.3,1.1,71.4,,2026-05-12 20:35:00,
80F1B2B8091C,21.9,58.9,1.08,71.4,,2026-05-12 20:40:00,
80F1B2B8091C,21.9,59.4,1.07,71.4,,2026-05-12 20:45:00,
80F1B2B8091C,21.8,60,1.04,71.2,,2026-05-12 20:50:00,
80F1B2B8091C,21.8,60.4,1.03,71.2,,2026-05-12 20:55:00,
80F1B2B8091C,21.8,60.9,1.02,71.2,,2026-05-12 21:00:00,
80F1B2B8091C,21.7,54.4,1.18,71.1,,2026-05-12 21:05:00,
80F1B2B8091C,21.6,54.3,1.18,70.9,,2026-05-12 21:10:00,
80F1B2B8091C,21.6,55.3,1.15,70.9,,2026-05-12 21:15:00,
80F1B2B8091C,21.7,56.1,1.14,71.1,,2026-05-12 21:20:00,
80F1B2B8091C,21.7,57.1,1.11,71.1,,2026-05-12 21:25:00,
80F1B2B8091C,21.6,57.8,1.09,70.9,,2026-05-12 21:30:00,
80F1B2B8091C,21.7,58.4,1.08,71.1,,2026-05-12 21:35:00,
80F1B2B8091C,21.8,58.8,1.08,71.2,,2026-05-12 21:40:00,
80F1B2B8091C,21.8,59.2,1.07,71.2,,2026-05-12 21:45:00,
80F1B2B8091C,21.9,59.5,1.06,71.4,,2026-05-12 21:50:00,
80F1B2B8091C,22.0,59.9,1.06,71.6,,2026-05-12 21:55:00,
80F1B2B8091C,22.0,60.2,1.05,71.6,,2026-05-12 22:00:00,
80F1B2B8091C,21.9,53.4,1.22,71.4,,2026-05-12 22:05:00,
80F1B2B8091C,21.9,53.5,1.22,71.4,,2026-05-12 22:10:00,
80F1B2B8091C,22.0,54.4,1.21,71.6,,2026-05-12 22:15:00,
80F1B2B8091C,22.0,55.3,1.18,71.6,,2026-05-12 22:20:00,
80F1B2B8091C,22.1,56,1.17,71.8,,2026-05-12 22:25:00,
80F1B2B8091C,22.1,56.7,1.15,71.8,,2026-05-12 22:30:00,
80F1B2B8091C,22.1,57.4,1.13,71.8,,2026-05-12 22:35:00,
80F1B2B8091C,22.2,58.1,1.12,72.0,,2026-05-12 22:40:00,
80F1B2B8091C,22.2,58.6,1.11,72.0,,2026-05-12 22:45:00,
80F1B2B8091C,22.4,58.7,1.12,72.3,,2026-05-12 22:50:00,
80F1B2B8091C,22.5,58.9,1.12,72.5,,2026-05-12 22:55:00,
80F1B2B8091C,22.5,59.1,1.11,72.5,,2026-05-12 23:00:00,
80F1B2B8091C,22.5,52.3,1.3,72.5,,2026-05-12 23:05:00,
80F1B2B8091C,22.5,52.3,1.3,72.5,,2026-05-12 23:10:00,
80F1B2B8091C,22.6,53.2,1.28,72.7,,2026-05-12 23:15:00,
80F1B2B8091C,22.7,54.3,1.26,72.9,,2026-05-12 23:20:00,
80F1B2B8091C,22.7,55.1,1.24,72.9,,2026-05-12 23:25:00,
80F1B2B8091C,22.7,55.8,1.22,72.9,,2026-05-12 23:30:00,
80F1B2B8091C,22.8,56.5,1.21,73.0,,2026-05-12 23:35:00,
80F1B2B8091C,22.8,57.2,1.19,73.0,,2026-05-12 23:40:00,
80F1B2B8091C,22.8,57.7,1.17,73.0,,2026-05-12 23:45:00,
80F1B2B8091C,22.8,58.2,1.16,73.0,,2026-05-12 23:50:00,
80F1B2B8091C,22.8,58.6,1.15,73.0,,2026-05-12 23:55:00,
80F1B2B8091C,22.8,59.2,1.13,73.0,,2026-05-13 00:00:00,
80F1B2B8091C,22.7,52.3,1.32,72.9,,2026-05-13 00:05:00,
80F1B2B8091C,22.6,52.5,1.3,72.7,,2026-05-13 00:10:00,
80F1B2B8091C,22.7,53.7,1.28,72.9,,2026-05-13 00:15:00,
80F1B2B8091C,22.8,54.5,1.26,73.0,,2026-05-13 00:20:00,
80F1B2B8091C,22.8,55.4,1.24,73.0,,2026-05-13 00:25:00,
80F1B2B8091C,22.8,56.1,1.22,73.0,,2026-05-13 00:30:00,
80F1B2B8091C,22.8,56.8,1.2,73.0,,2026-05-13 00:35:00,
80F1B2B8091C,22.8,57.5,1.18,73.0,,2026-05-13 00:40:00,
80F1B2B8091C,22.9,58,1.17,73.2,,2026-05-13 00:45:00,
80F1B2B8091C,22.9,58.5,1.16,73.2,,2026-05-13 00:50:00,
80F1B2B8091C,22.9,59,1.14,73.2,,2026-05-13 00:55:00,
80F1B2B8091C,22.9,59.5,1.13,73.2,,2026-05-13 01:00:00,
80F1B2B8091C,22.8,52.5,1.32,73.0,,2026-05-13 01:05:00,
80F1B2B8091C,22.7,52.6,1.31,72.9,,2026-05-13 01:10:00,
80F1B2B8091C,22.8,54.2,1.27,73.0,,2026-05-13 01:15:00,
80F1B2B8091C,22.9,55.3,1.25,73.2,,2026-05-13 01:20:00,
80F1B2B8091C,23.0,55.8,1.24,73.4,,2026-05-13 01:25:00,
80F1B2B8091C,23.0,56.4,1.22,73.4,,2026-05-13 01:30:00,
80F1B2B8091C,23.0,57.1,1.21,73.4,,2026-05-13 01:35:00,
80F1B2B8091C,23.0,57.6,1.19,73.4,,2026-05-13 01:40:00,
80F1B2B8091C,23.0,58.1,1.18,73.4,,2026-05-13 01:45:00,
80F1B2B8091C,23.0,58.8,1.16,73.4,,2026-05-13 01:50:00,
80F1B2B8091C,23.0,59.3,1.14,73.4,,2026-05-13 01:55:00,
80F1B2B8091C,23.0,59.7,1.13,73.4,,2026-05-13 02:00:00,
80F1B2B8091C,22.9,51.9,1.34,73.2,,2026-05-13 02:05:00,
80F1B2B8091C,22.8,52.5,1.32,73.0,,2026-05-13 02:10:00,
80F1B2B8091C,22.8,53.9,1.28,73.0,,2026-05-13 02:15:00,
80F1B2B8091C,23.0,55,1.26,73.4,,2026-05-13 02:20:00,
80F1B2B8091C,22.8,61.8,1.06,73.0,,2026-05-13 02:25:00,
80F1B2B8091C,22.8,63.4,1.02,73.0,,2026-05-13 02:30:00,
80F1B2B8091C,23.1,67.2,0.93,73.6,,2026-05-13 02:35:00,
80F1B2B8091C,23.2,68.8,0.89,73.8,,2026-05-13 02:40:00,
80F1B2B8091C,23.3,73.1,0.77,73.9,,2026-05-13 02:45:00,
80F1B2B8091C,23.3,76.6,0.67,73.9,,2026-05-13 02:50:00,
80F1B2B8091C,22.3,76.1,0.64,72.1,,2026-05-13 02:55:00,
80F1B2B8091C,21.7,74.2,0.67,71.1,,2026-05-13 03:00:00,
80F1B2B8091C,22.1,74.8,0.67,71.8,,2026-05-13 03:05:00,
80F1B2B8091C,22.6,74.4,0.7,72.7,,2026-05-13 03:10:00,
80F1B2B8091C,22.8,74.6,0.7,73.0,,2026-05-13 03:15:00,
80F1B2B8091C,23.0,77,0.65,73.4,,2026-05-13 03:20:00,
80F1B2B8091C,23.0,73.8,0.74,73.4,,2026-05-13 03:25:00,
80F1B2B8091C,23.1,76.1,0.68,73.6,,2026-05-13 03:30:00,
80F1B2B8091C,23.2,76.6,0.67,73.8,,2026-05-13 03:35:00,
80F1B2B8091C,23.2,72.4,0.78,73.8,,2026-05-13 03:40:00,
80F1B2B8091C,23.2,75.1,0.71,73.8,,2026-05-13 03:45:00,
80F1B2B8091C,23.1,76.8,0.66,73.6,,2026-05-13 03:50:00,
80F1B2B8091C,23.0,70.8,0.82,73.4,,2026-05-13 03:55:00,
80F1B2B8091C,23.0,73.6,0.74,73.4,,2026-05-13 04:00:00,
80F1B2B8091C,23.1,75.4,0.7,73.6,,2026-05-13 04:05:00,
80F1B2B8091C,23.1,75.7,0.69,73.6,,2026-05-13 04:10:00,
80F1B2B8091C,23.2,75.9,0.69,73.8,,2026-05-13 04:15:00,
80F1B2B8091C,23.2,76.8,0.66,73.8,,2026-05-13 04:20:00,
80F1B2B8091C,23.2,77,0.65,73.8,,2026-05-13 04:25:00,
80F1B2B8091C,23.1,70.9,0.82,73.6,,2026-05-13 04:30:00,
80F1B2B8091C,23.1,72.7,0.77,73.6,,2026-05-13 04:35:00,
80F1B2B8091C,23.2,74.6,0.72,73.8,,2026-05-13 04:40:00,
80F1B2B8091C,23.2,74.8,0.72,73.8,,2026-05-13 04:45:00,
80F1B2B8091C,23.2,75.6,0.69,73.8,,2026-05-13 04:50:00,
