deviceSerialnum,temperature(°C),humidity,vpd,temperature(°F),co2,Timestamp,ppfd
80F1B2B8091C,24.6,63.7,1.12,76.3,902,2026-05-31 19:00:00,423
80F1B2B8091C,24.6,65.9,1.05,76.3,915,2026-05-31 19:05:00,423
80F1B2B8091C,24.6,65.1,1.08,76.3,939,2026-05-31 19:10:00,433
80F1B2B8091C,24.6,63.1,1.14,76.3,915,2026-05-31 19:15:00,423
80F1B2B8091C,24.7,65.4,1.08,76.5,931,2026-05-31 19:20:00,423
80F1B2B8091C,24.7,67,1.03,76.5,953,2026-05-31 19:25:00,425
80F1B2B8091C,24.6,62.5,1.16,76.3,937,2026-05-31 19:30:00,424
80F1B2B8091C,24.7,65.1,1.09,76.5,962,2026-05-31 19:35:00,423
80F1B2B8091C,24.7,66.9,1.03,76.5,974,2026-05-31 19:40:00,423
80F1B2B8091C,24.5,62,1.17,76.1,953,2026-05-31 19:45:00,424
80F1B2B8091C,24.6,64.6,1.09,76.3,957,2026-05-31 19:50:00,423
80F1B2B8091C,24.7,66.6,1.04,76.5,979,2026-05-31 19:55:00,423
80F1B2B8091C,24.6,62.3,1.17,76.3,964,2026-05-31 20:00:00,435
80F1B2B8091C,24.6,64,1.11,76.3,961,2026-05-31 20:05:00,423
80F1B2B8091C,24.6,66.1,1.05,76.3,985,2026-05-31 20:10:00,422
80F1B2B8091C,24.6,64.3,1.1,76.3,994,2026-05-31 20:15:00,434
80F1B2B8091C,24.6,63.6,1.13,76.3,973,2026-05-31 20:20:00,423
80F1B2B8091C,24.6,65.8,1.06,76.3,990,2026-05-31 20:25:00,423
80F1B2B8091C,24.6,65.5,1.07,76.3,1004,2026-05-31 20:30:00,433
80F1B2B8091C,24.5,63.1,1.13,76.1,988,2026-05-31 20:35:00,423
80F1B2B8091C,24.6,65.3,1.07,76.3,1009,2026-05-31 20:40:00,422
80F1B2B8091C,24.6,67,1.02,76.3,1035,2026-05-31 20:45:00,427
80F1B2B8091C,24.5,62.5,1.15,76.1,1001,2026-05-31 20:50:00,422
80F1B2B8091C,24.6,65.3,1.07,76.3,1029,2026-05-31 20:55:00,421
80F1B2B8091C,24.6,67,1.02,76.3,1041,2026-05-31 21:00:00,421
80F1B2B8091C,24.5,62.1,1.17,76.1,1001,2026-05-31 21:05:00,423
80F1B2B8091C,24.5,65.1,1.07,76.1,1017,2026-05-31 21:10:00,420
80F1B2B8091C,24.6,66.8,1.03,76.3,1033,2026-05-31 21:15:00,420
80F1B2B8091C,24.4,61.8,1.17,75.9,1027,2026-05-31 21:20:00,424
80F1B2B8091C,24.5,64.7,1.09,76.1,1021,2026-05-31 21:25:00,420
80F1B2B8091C,24.5,66.6,1.03,76.1,1054,2026-05-31 21:30:00,420
80F1B2B8091C,24.4,62,1.16,75.9,1031,2026-05-31 21:35:00,435
80F1B2B8091C,24.4,63.3,1.12,75.9,1021,2026-05-31 21:40:00,420
80F1B2B8091C,24.5,65.7,1.05,76.1,1067,2026-05-31 21:45:00,420
80F1B2B8091C,24.6,66.6,1.03,76.3,1060,2026-05-31 21:50:00,431
80F1B2B8091C,24.6,66,1.05,76.3,1072,2026-05-31 21:55:00,420
80F1B2B8091C,24.5,64.5,1.09,76.1,1067,2026-05-31 22:00:00,424
80F1B2B8091C,24.6,66.6,1.03,76.3,1074,2026-05-31 22:05:00,420
80F1B2B8091C,24.5,65.3,1.07,76.1,1078,2026-05-31 22:10:00,420
80F1B2B8091C,24.6,66.9,1.02,76.3,1087,2026-05-31 22:15:00,429
80F1B2B8091C,24.5,65.9,1.05,76.1,1078,2026-05-31 22:20:00,420
80F1B2B8091C,24.4,64.5,1.08,75.9,1085,2026-05-31 22:25:00,423
80F1B2B8091C,24.5,66.6,1.03,76.1,1100,2026-05-31 22:30:00,420
80F1B2B8091C,24.4,65.5,1.05,75.9,1086,2026-05-31 22:35:00,420
80F1B2B8091C,24.4,66.8,1.01,75.9,1124,2026-05-31 22:40:00,431
80F1B2B8091C,24.3,66.1,1.03,75.7,1123,2026-05-31 22:45:00,420
80F1B2B8091C,24.3,64.6,1.08,75.7,1133,2026-05-31 22:50:00,421
80F1B2B8091C,24.3,66.7,1.01,75.7,1146,2026-05-31 22:55:00,420
80F1B2B8091C,24.3,65.4,1.05,75.7,1124,2026-05-31 23:00:00,420
80F1B2B8091C,24.3,67.1,1,75.7,1153,2026-05-31 23:05:00,425
80F1B2B8091C,24.3,66,1.03,75.7,1141,2026-05-31 23:10:00,420
80F1B2B8091C,24.2,64.5,1.07,75.6,1149,2026-05-31 23:15:00,427
80F1B2B8091C,24.2,66.6,1.01,75.6,1142,2026-05-31 23:20:00,420
80F1B2B8091C,24.2,65.2,1.05,75.6,1135,2026-05-31 23:25:00,420
80F1B2B8091C,24.2,67,1,75.6,1136,2026-05-31 23:30:00,429
80F1B2B8091C,24.2,66,1.03,75.6,1137,2026-05-31 23:35:00,420
80F1B2B8091C,24.1,64.5,1.07,75.4,1152,2026-05-31 23:40:00,425
80F1B2B8091C,24.1,66.7,1,75.4,1146,2026-05-31 23:45:00,420
80F1B2B8091C,24.0,65.3,1.04,75.2,1133,2026-05-31 23:50:00,420
80F1B2B8091C,24.0,66.4,1,75.2,1137,2026-05-31 23:55:00,431
80F1B2B8091C,24.0,66.1,1.01,75.2,1143,2026-06-01 00:00:00,420
80F1B2B8091C,23.9,64.5,1.05,75.0,1148,2026-06-01 00:05:00,421
80F1B2B8091C,23.9,66.7,0.99,75.0,1152,2026-06-01 00:10:00,420
80F1B2B8091C,23.8,65.3,1.02,74.8,1139,2026-06-01 00:15:00,421
80F1B2B8091C,23.8,66.4,0.99,74.8,1160,2026-06-01 00:20:00,431
80F1B2B8091C,23.8,66,1,74.8,1143,2026-06-01 00:25:00,420
80F1B2B8091C,23.8,64.3,1.05,74.8,1148,2026-06-01 00:30:00,423
80F1B2B8091C,23.8,66.6,0.98,74.8,1132,2026-06-01 00:35:00,421
80F1B2B8091C,23.7,65.3,1.02,74.7,1138,2026-06-01 00:40:00,421
80F1B2B8091C,23.7,66.4,0.98,74.7,1139,2026-06-01 00:45:00,431
80F1B2B8091C,23.7,66.1,0.99,74.7,1137,2026-06-01 00:50:00,420
80F1B2B8091C,23.6,64.4,1.04,74.5,1146,2026-06-01 00:55:00,424
80F1B2B8091C,23.6,66.5,0.98,74.5,1157,2026-06-01 01:00:00,421
80F1B2B8091C,23.5,65.2,1.01,74.3,1134,2026-06-01 01:05:00,421
80F1B2B8091C,23.5,66.6,0.97,74.3,1147,2026-06-01 01:10:00,431
80F1B2B8091C,23.5,66.2,0.98,74.3,1137,2026-06-01 01:15:00,421
80F1B2B8091C,23.5,64.6,1.02,74.3,1135,2026-06-01 01:20:00,421
80F1B2B8091C,23.5,66.8,0.96,74.3,1132,2026-06-01 01:25:00,421
80F1B2B8091C,23.5,65.4,1,74.3,1147,2026-06-01 01:30:00,421
80F1B2B8091C,23.7,67.1,0.96,74.7,1142,2026-06-01 01:35:00,421
80F1B2B8091C,23.7,65.7,1.01,74.7,1138,2026-06-01 01:40:00,420
80F1B2B8091C,23.8,65,1.03,74.8,1151,2026-06-01 01:45:00,433
80F1B2B8091C,23.9,66.3,1,75.0,1125,2026-06-01 01:50:00,420
80F1B2B8091C,23.9,64.5,1.05,75.0,1122,2026-06-01 01:55:00,421
80F1B2B8091C,24.0,66.8,0.99,75.2,1131,2026-06-01 02:00:00,421
80F1B2B8091C,24.0,65.1,1.04,75.2,1103,2026-06-01 02:05:00,421
80F1B2B8091C,24.1,67,0.99,75.4,1113,2026-06-01 02:10:00,429
80F1B2B8091C,24.1,66,1.02,75.4,1093,2026-06-01 02:15:00,421
80F1B2B8091C,24.1,65,1.05,75.4,1107,2026-06-01 02:20:00,434
80F1B2B8091C,24.1,66.4,1.01,75.4,1099,2026-06-01 02:25:00,420
80F1B2B8091C,24.1,64.9,1.05,75.4,1089,2026-06-01 02:30:00,421
80F1B2B8091C,24.2,66.9,1,75.6,1092,2026-06-01 02:35:00,420
80F1B2B8091C,24.2,65.8,1.03,75.6,1087,2026-06-01 02:40:00,420
80F1B2B8091C,24.3,65.5,1.05,75.7,1100,2026-06-01 02:45:00,434
80F1B2B8091C,24.3,66.2,1.03,75.7,1110,2026-06-01 02:50:00,420
80F1B2B8091C,24.3,64.7,1.07,75.7,1128,2026-06-01 02:55:00,424
80F1B2B8091C,24.4,66.7,1.02,75.9,1125,2026-06-01 03:00:00,420
80F1B2B8091C,24.4,65.4,1.06,75.9,1124,2026-06-01 03:05:00,420
80F1B2B8091C,24.5,66.5,1.03,76.1,1136,2026-06-01 03:10:00,431
80F1B2B8091C,24.4,66.4,1.03,75.9,1137,2026-06-01 03:15:00,421
80F1B2B8091C,24.3,65,1.06,75.7,1121,2026-06-01 03:20:00,421
80F1B2B8091C,24.2,67.2,0.99,75.6,1139,2026-06-01 03:25:00,426
80F1B2B8091C,24.0,65.8,1.02,75.2,1127,2026-06-01 03:30:00,421
80F1B2B8091C,23.9,64.6,1.05,75.0,1127,2026-06-01 03:35:00,422
80F1B2B8091C,23.9,66.7,0.99,75.0,1131,2026-06-01 03:40:00,421
80F1B2B8091C,23.8,65.3,1.02,74.8,1103,2026-06-01 03:45:00,421
80F1B2B8091C,24.0,67.1,0.98,75.2,1119,2026-06-01 03:50:00,421
80F1B2B8091C,24.0,65.6,1.03,75.2,1126,2026-06-01 03:55:00,421
80F1B2B8091C,24.0,65.4,1.03,75.2,1125,2026-06-01 04:00:00,433
80F1B2B8091C,24.1,66,1.02,75.4,1127,2026-06-01 04:05:00,421
80F1B2B8091C,24.1,64.3,1.07,75.4,1142,2026-06-01 04:10:00,424
80F1B2B8091C,24.2,66.4,1.01,75.6,1136,2026-06-01 04:15:00,421
80F1B2B8091C,24.2,64.9,1.06,75.6,1141,2026-06-01 04:20:00,421
80F1B2B8091C,24.3,67,1,75.7,1156,2026-06-01 04:25:00,420
80F1B2B8091C,24.3,65.6,1.05,75.7,1148,2026-06-01 04:30:00,420
80F1B2B8091C,24.3,65.5,1.05,75.7,1152,2026-06-01 04:35:00,433
80F1B2B8091C,24.3,66.3,1.02,75.7,1142,2026-06-01 04:40:00,420
80F1B2B8091C,24.3,64.6,1.08,75.7,1158,2026-06-01 04:45:00,423
80F1B2B8091C,24.4,66.7,1.02,75.9,1161,2026-06-01 04:50:00,421
80F1B2B8091C,24.4,65.4,1.06,75.9,1160,2026-06-01 04:55:00,420
80F1B2B8091C,24.4,67.1,1.01,75.9,1173,2026-06-01 05:00:00,427
80F1B2B8091C,24.4,65.9,1.04,75.9,1174,2026-06-01 05:05:00,420
80F1B2B8091C,24.5,65,1.08,76.1,1184,2026-06-01 05:10:00,434
80F1B2B8091C,24.5,66.3,1.04,76.1,1182,2026-06-01 05:15:00,421
80F1B2B8091C,24.5,64.7,1.09,76.1,1191,2026-06-01 05:20:00,421
80F1B2B8091C,24.6,66.8,1.03,76.3,1192,2026-06-01 05:25:00,420
80F1B2B8091C,24.6,65.3,1.07,76.3,1197,2026-06-01 05:30:00,420
80F1B2B8091C,24.6,67.1,1.02,76.3,1212,2026-06-01 05:35:00,427
80F1B2B8091C,24.6,65.9,1.05,76.3,1202,2026-06-01 05:40:00,420
80F1B2B8091C,24.7,65.3,1.08,76.5,1205,2026-06-01 05:45:00,434
80F1B2B8091C,24.7,66.4,1.05,76.5,1203,2026-06-01 05:50:00,421
80F1B2B8091C,24.7,64.7,1.1,76.5,1207,2026-06-01 05:55:00,422
80F1B2B8091C,24.7,66.6,1.04,76.5,1191,2026-06-01 06:00:00,420
80F1B2B8091C,24.7,65.1,1.09,76.5,1176,2026-06-01 06:05:00,420
80F1B2B8091C,24.8,66.9,1.04,76.6,1206,2026-06-01 06:10:00,429
80F1B2B8091C,24.8,66,1.06,76.6,1184,2026-06-01 06:15:00,420
80F1B2B8091C,24.8,64.7,1.1,76.6,1185,2026-06-01 06:20:00,422
80F1B2B8091C,24.8,66.8,1.04,76.6,1175,2026-06-01 06:25:00,420
80F1B2B8091C,24.8,65.4,1.08,76.6,1158,2026-06-01 06:30:00,420
80F1B2B8091C,24.9,67,1.04,76.8,1162,2026-06-01 06:35:00,429
80F1B2B8091C,24.8,66,1.06,76.6,1155,2026-06-01 06:40:00,421
80F1B2B8091C,24.9,64.7,1.11,76.8,1170,2026-06-01 06:45:00,427
80F1B2B8091C,24.9,66.6,1.05,76.8,1163,2026-06-01 06:50:00,420
80F1B2B8091C,24.7,65.2,1.08,76.5,1157,2026-06-01 06:55:00,420
80F1B2B8091C,24.7,66,1.06,76.5,1166,2026-06-01 07:00:00,432
80F1B2B8091C,24.5,66.3,1.04,76.1,1142,2026-06-01 07:05:00,420
80F1B2B8091C,24.4,64.9,1.07,75.9,1131,2026-06-01 07:10:00,421
80F1B2B8091C,24.4,66.9,1.01,75.9,1114,2026-06-01 07:15:00,429
80F1B2B8091C,24.3,66.2,1.03,75.7,1108,2026-06-01 07:20:00,421
80F1B2B8091C,24.2,64.9,1.06,75.6,1107,2026-06-01 07:25:00,421
80F1B2B8091C,24.1,67,0.99,75.4,1108,2026-06-01 07:30:00,422
80F1B2B8091C,24.1,65.9,1.02,75.4,1103,2026-06-01 07:35:00,420
80F1B2B8091C,24.1,64.5,1.07,75.4,1100,2026-06-01 07:40:00,425
80F1B2B8091C,24.3,66.3,1.02,75.7,1107,2026-06-01 07:45:00,420
80F1B2B8091C,24.3,64.8,1.07,75.7,1107,2026-06-01 07:50:00,421
80F1B2B8091C,24.4,66.8,1.01,75.9,1121,2026-06-01 07:55:00,420
80F1B2B8091C,24.4,65.5,1.05,75.9,1115,2026-06-01 08:00:00,420
80F1B2B8091C,24.5,67.1,1.01,76.1,1140,2026-06-01 08:05:00,426
80F1B2B8091C,24.5,65.9,1.05,76.1,1136,2026-06-01 08:10:00,420
80F1B2B8091C,24.5,64.5,1.09,76.1,1152,2026-06-01 08:15:00,427
80F1B2B8091C,24.5,66.4,1.03,76.1,1152,2026-06-01 08:20:00,420
80F1B2B8091C,24.5,64.6,1.09,76.1,1183,2026-06-01 08:25:00,420
80F1B2B8091C,24.6,66.7,1.03,76.3,1196,2026-06-01 08:30:00,420
80F1B2B8091C,24.6,65.2,1.08,76.3,1217,2026-06-01 08:35:00,421
80F1B2B8091C,24.7,67,1.03,76.5,1219,2026-06-01 08:40:00,420
80F1B2B8091C,24.7,65.7,1.07,76.5,1244,2026-06-01 08:45:00,421
80F1B2B8091C,24.8,66.5,1.05,76.6,1250,2026-06-01 08:50:00,431
80F1B2B8091C,24.7,65.9,1.06,76.5,1261,2026-06-01 08:55:00,420
80F1B2B8091C,24.8,65.2,1.09,76.6,1262,2026-06-01 09:00:00,434
80F1B2B8091C,24.8,66.4,1.05,76.6,1273,2026-06-01 09:05:00,420
80F1B2B8091C,24.8,64.8,1.1,76.6,1282,2026-06-01 09:10:00,422
80F1B2B8091C,24.9,66.7,1.05,76.8,1299,2026-06-01 09:15:00,420
80F1B2B8091C,24.9,65.3,1.09,76.8,1304,2026-06-01 09:20:00,420
80F1B2B8091C,24.9,67.1,1.04,76.8,1313,2026-06-01 09:25:00,429
80F1B2B8091C,24.7,66.1,1.05,76.5,1289,2026-06-01 09:30:00,420
80F1B2B8091C,24.6,64.6,1.09,76.3,1280,2026-06-01 09:35:00,422
80F1B2B8091C,24.6,66.9,1.02,76.3,1276,2026-06-01 09:40:00,421
80F1B2B8091C,24.5,65.4,1.06,76.1,1239,2026-06-01 09:45:00,420
80F1B2B8091C,24.4,64.9,1.07,75.9,1220,2026-06-01 09:50:00,433
80F1B2B8091C,24.4,66.6,1.02,75.9,1195,2026-06-01 09:55:00,420
80F1B2B8091C,24.3,65.4,1.05,75.7,1147,2026-06-01 10:00:00,421
80F1B2B8091C,24.3,66.9,1.01,75.7,1168,2026-06-01 10:05:00,430
80F1B2B8091C,24.2,66.1,1.02,75.6,1133,2026-06-01 10:10:00,421
80F1B2B8091C,24.2,64.5,1.07,75.6,1127,2026-06-01 10:15:00,423
80F1B2B8091C,24.1,66.8,1,75.4,1131,2026-06-01 10:20:00,420
80F1B2B8091C,24.1,65.7,1.03,75.4,1107,2026-06-01 10:25:00,420
80F1B2B8091C,24.1,65,1.05,75.4,1121,2026-06-01 10:30:00,434
80F1B2B8091C,24.0,66.5,1,75.2,1090,2026-06-01 10:35:00,421
80F1B2B8091C,24.0,65,1.04,75.2,1079,2026-06-01 10:40:00,420
80F1B2B8091C,24.0,66.9,0.99,75.2,1101,2026-06-01 10:45:00,420
80F1B2B8091C,24.0,65.8,1.02,75.2,1064,2026-06-01 10:50:00,420
80F1B2B8091C,23.9,64.5,1.05,75.0,1080,2026-06-01 10:55:00,424
80F1B2B8091C,24.0,66.6,1,75.2,1045,2026-06-01 11:00:00,421
80F1B2B8091C,23.9,65.3,1.03,75.0,1045,2026-06-01 11:05:00,421
80F1B2B8091C,23.9,66.9,0.98,75.0,1056,2026-06-01 11:10:00,430
80F1B2B8091C,23.9,66.1,1.01,75.0,1036,2026-06-01 11:15:00,421
80F1B2B8091C,23.9,64.6,1.05,75.0,1033,2026-06-01 11:20:00,423
80F1B2B8091C,23.9,66.7,0.99,75.0,1038,2026-06-01 11:25:00,420
80F1B2B8091C,23.9,65.5,1.02,75.0,1007,2026-06-01 11:30:00,420
80F1B2B8091C,23.9,66,1.01,75.0,1027,2026-06-01 11:35:00,432
80F1B2B8091C,23.9,66.3,1,75.0,999,2026-06-01 11:40:00,421
80F1B2B8091C,23.9,64.6,1.05,75.0,996,2026-06-01 11:45:00,424
80F1B2B8091C,23.9,66.8,0.98,75.0,1000,2026-06-01 11:50:00,421
80F1B2B8091C,23.9,65.3,1.03,75.0,977,2026-06-01 11:55:00,420
80F1B2B8091C,24.0,67,0.98,75.2,981,2026-06-01 12:00:00,429
80F1B2B8091C,24.0,62.4,1.12,75.2,955,2026-06-01 12:05:00,421
80F1B2B8091C,24.0,61.8,1.14,75.2,950,2026-06-01 12:10:00,424
80F1B2B8091C,24.0,62.4,1.12,75.2,953,2026-06-01 12:15:00,421
80F1B2B8091C,24.0,62.8,1.11,75.2,953,2026-06-01 12:20:00,421
80F1B2B8091C,24.0,62.5,1.12,75.2,969,2026-06-01 12:25:00,420
80F1B2B8091C,24.0,64.8,1.05,75.2,974,2026-06-01 12:30:00,430
80F1B2B8091C,23.9,63.1,1.09,75.0,969,2026-06-01 12:35:00,420
80F1B2B8091C,24.0,63.6,1.09,75.2,989,2026-06-01 12:40:00,434
80F1B2B8091C,24.0,63.3,1.1,75.2,966,2026-06-01 12:45:00,421
80F1B2B8091C,24.0,65.5,1.03,75.2,982,2026-06-01 12:50:00,427
80F1B2B8091C,24.0,62.8,1.11,75.2,962,2026-06-01 12:55:00,421
80F1B2B8091C,24.1,62.7,1.12,75.4,945,2026-06-01 13:00:00,420
80F1B2B8091C,24.1,62.7,1.12,75.4,948,2026-06-01 13:05:00,421
80F1B2B8091C,24.3,62.6,1.14,75.7,959,2026-06-01 13:10:00,563
80F1B2B8091C,24.7,64.2,1.11,76.5,973,2026-06-01 13:15:00,562
80F1B2B8091C,24.9,65.3,1.09,76.8,987,2026-06-01 13:20:00,562
80F1B2B8091C,25.1,66.4,1.07,77.2,996,2026-06-01 13:25:00,561
80F1B2B8091C,25.2,66.6,1.07,77.4,1004,2026-06-01 13:30:00,575
80F1B2B8091C,25.2,62.9,1.19,77.4,973,2026-06-01 13:35:00,563
80F1B2B8091C,25.3,64.7,1.14,77.5,995,2026-06-01 13:40:00,561
80F1B2B8091C,25.4,66.1,1.1,77.7,1008,2026-06-01 13:45:00,561
80F1B2B8091C,25.5,67,1.08,77.9,1006,2026-06-01 13:50:00,562
80F1B2B8091C,25.5,62.2,1.23,77.9,982,2026-06-01 13:55:00,564
80F1B2B8091C,25.5,64.4,1.16,77.9,981,2026-06-01 14:00:00,562
80F1B2B8091C,25.6,66,1.12,78.1,999,2026-06-01 14:05:00,562
80F1B2B8091C,25.6,66.9,1.09,78.1,997,2026-06-01 14:10:00,574
80F1B2B8091C,25.5,62.5,1.22,77.9,957,2026-06-01 14:15:00,563
80F1B2B8091C,25.5,64.9,1.15,77.9,975,2026-06-01 14:20:00,562
80F1B2B8091C,25.6,66.5,1.1,78.1,990,2026-06-01 14:25:00,562
80F1B2B8091C,25.5,63.3,1.2,77.9,995,2026-06-01 14:30:00,581
80F1B2B8091C,25.4,63.7,1.18,77.7,968,2026-06-01 14:35:00,561
80F1B2B8091C,25.5,65.6,1.12,77.9,985,2026-06-01 14:40:00,562
80F1B2B8091C,25.5,66.9,1.08,77.9,985,2026-06-01 14:45:00,562
80F1B2B8091C,25.3,62.6,1.21,77.5,952,2026-06-01 14:50:00,562
80F1B2B8091C,25.5,64.6,1.16,77.9,960,2026-06-01 14:55:00,562
80F1B2B8091C,25.5,66.3,1.1,77.9,974,2026-06-01 15:00:00,562
80F1B2B8091C,25.5,64.3,1.16,77.9,979,2026-06-01 15:05:00,579
80F1B2B8091C,25.4,63.4,1.19,77.7,953,2026-06-01 15:10:00,562
80F1B2B8091C,25.4,65.4,1.12,77.7,964,2026-06-01 15:15:00,491
80F1B2B8091C,25.3,67,1.06,77.5,965,2026-06-01 15:20:00,493
80F1B2B8091C,25.1,62.5,1.19,77.2,956,2026-06-01 15:25:00,478
80F1B2B8091C,25.1,64.9,1.12,77.2,948,2026-06-01 15:30:00,478
80F1B2B8091C,25.1,66.7,1.06,77.2,973,2026-06-01 15:35:00,477
80F1B2B8091C,25.0,64.5,1.12,77.0,963,2026-06-01 15:40:00,477
80F1B2B8091C,25.1,66.4,1.07,77.2,958,2026-06-01 15:45:00,477
80F1B2B8091C,25.0,64.5,1.12,77.0,955,2026-06-01 15:50:00,480
80F1B2B8091C,25.1,66.4,1.07,77.2,973,2026-06-01 15:55:00,506
80F1B2B8091C,25.1,63.1,1.18,77.2,964,2026-06-01 16:00:00,537
80F1B2B8091C,25.1,64.6,1.13,77.2,960,2026-06-01 16:05:00,519
80F1B2B8091C,25.2,66.4,1.08,77.4,963,2026-06-01 16:10:00,519
80F1B2B8091C,25.3,64.4,1.15,77.5,977,2026-06-01 16:15:00,536
80F1B2B8091C,25.3,63.1,1.19,77.5,951,2026-06-01 16:20:00,519
80F1B2B8091C,25.4,65.1,1.13,77.7,956,2026-06-01 16:25:00,519
80F1B2B8091C,25.5,66.7,1.09,77.9,977,2026-06-01 16:30:00,519
80F1B2B8091C,25.4,62.5,1.22,77.7,964,2026-06-01 16:35:00,536
80F1B2B8091C,25.4,63.9,1.17,77.7,956,2026-06-01 16:40:00,519
80F1B2B8091C,25.5,65.8,1.12,77.9,967,2026-06-01 16:45:00,519
80F1B2B8091C,25.5,67,1.08,77.9,986,2026-06-01 16:50:00,530
80F1B2B8091C,25.4,62.2,1.23,77.7,940,2026-06-01 16:55:00,521
80F1B2B8091C,25.5,64.7,1.15,77.9,950,2026-06-01 17:00:00,519
80F1B2B8091C,25.5,66.4,1.1,77.9,960,2026-06-01 17:05:00,519
80F1B2B8091C,25.5,63.4,1.19,77.9,969,2026-06-01 17:10:00,536
80F1B2B8091C,25.4,63.5,1.18,77.7,946,2026-06-01 17:15:00,519
80F1B2B8091C,25.5,65.5,1.13,77.9,957,2026-06-01 17:20:00,519
80F1B2B8091C,25.5,66.9,1.08,77.9,965,2026-06-01 17:25:00,519
80F1B2B8091C,25.4,62.1,1.23,77.7,928,2026-06-01 17:30:00,522
80F1B2B8091C,25.5,64.7,1.15,77.9,944,2026-06-01 17:35:00,519
80F1B2B8091C,25.5,66.2,1.1,77.9,952,2026-06-01 17:40:00,519
80F1B2B8091C,25.6,64.9,1.15,78.1,956,2026-06-01 17:45:00,535
80F1B2B8091C,25.5,63.3,1.2,77.9,925,2026-06-01 17:50:00,519
80F1B2B8091C,25.6,65.3,1.14,78.1,953,2026-06-01 17:55:00,519
80F1B2B8091C,25.6,66.8,1.09,78.1,946,2026-06-01 18:00:00,519
80F1B2B8091C,25.5,61.8,1.25,77.9,938,2026-06-01 18:05:00,526
80F1B2B8091C,25.6,64.3,1.17,78.1,937,2026-06-01 18:10:00,519
80F1B2B8091C,25.6,66,1.12,78.1,946,2026-06-01 18:15:00,519
80F1B2B8091C,25.7,66,1.12,78.3,942,2026-06-01 18:20:00,532
80F1B2B8091C,25.5,62.7,1.22,77.9,898,2026-06-01 18:25:00,519
80F1B2B8091C,25.6,64.9,1.15,78.1,927,2026-06-01 18:30:00,518
80F1B2B8091C,25.7,66.5,1.11,78.3,940,2026-06-01 18:35:00,519
80F1B2B8091C,25.6,62.2,1.24,78.1,935,2026-06-01 18:40:00,536
80F1B2B8091C,25.6,63.8,1.19,78.1,916,2026-06-01 18:45:00,519
80F1B2B8091C,25.7,65.7,1.13,78.3,945,2026-06-01 18:50:00,519
80F1B2B8091C,25.7,67.1,1.09,78.3,941,2026-06-01 18:55:00,521
80F1B2B8091C,25.6,62.4,1.23,78.1,901,2026-06-01 19:00:00,519
80F1B2B8091C,25.6,64.8,1.16,78.1,935,2026-06-01 19:05:00,519
80F1B2B8091C,25.7,66.4,1.11,78.3,955,2026-06-01 19:10:00,519
80F1B2B8091C,25.7,63.5,1.21,78.3,931,2026-06-01 19:15:00,536
80F1B2B8091C,25.6,63.6,1.19,78.1,913,2026-06-01 19:20:00,519
80F1B2B8091C,25.7,65.4,1.14,78.3,925,2026-06-01 19:25:00,519
80F1B2B8091C,25.7,66.9,1.09,78.3,947,2026-06-01 19:30:00,519
80F1B2B8091C,25.6,61.8,1.25,78.1,915,2026-06-01 19:35:00,523
80F1B2B8091C,25.6,64.3,1.17,78.1,916,2026-06-01 19:40:00,519
80F1B2B8091C,25.7,66,1.12,78.3,929,2026-06-01 19:45:00,519
80F1B2B8091C,25.7,65.3,1.15,78.3,941,2026-06-01 19:50:00,534
80F1B2B8091C,25.6,63.1,1.21,78.1,907,2026-06-01 19:55:00,519
80F1B2B8091C,25.7,65.2,1.15,78.3,921,2026-06-01 20:00:00,519
80F1B2B8091C,25.8,66.6,1.11,78.4,939,2026-06-01 20:05:00,519
80F1B2B8091C,25.7,62.2,1.25,78.3,926,2026-06-01 20:10:00,537
80F1B2B8091C,25.7,64.2,1.18,78.3,920,2026-06-01 20:15:00,519
80F1B2B8091C,25.8,65.8,1.14,78.4,951,2026-06-01 20:20:00,519
80F1B2B8091C,25.8,67,1.1,78.4,980,2026-06-01 20:25:00,530
80F1B2B8091C,25.6,62.6,1.23,78.1,933,2026-06-01 20:30:00,519
80F1B2B8091C,25.7,64.9,1.16,78.3,950,2026-06-01 20:35:00,519
80F1B2B8091C,25.8,66.4,1.12,78.4,964,2026-06-01 20:40:00,519
80F1B2B8091C,25.7,63.3,1.21,78.3,973,2026-06-01 20:45:00,537
80F1B2B8091C,25.7,63.5,1.21,78.3,966,2026-06-01 20:50:00,519
80F1B2B8091C,25.7,65.6,1.14,78.3,980,2026-06-01 20:55:00,519
80F1B2B8091C,25.8,67,1.1,78.4,984,2026-06-01 21:00:00,519
80F1B2B8091C,25.6,62.1,1.24,78.1,982,2026-06-01 21:05:00,521
80F1B2B8091C,25.7,64.5,1.17,78.3,989,2026-06-01 21:10:00,519
80F1B2B8091C,25.7,66.1,1.12,78.3,1006,2026-06-01 21:15:00,519
80F1B2B8091C,25.7,64.7,1.17,78.3,1006,2026-06-01 21:20:00,535
80F1B2B8091C,25.6,63.2,1.21,78.1,989,2026-06-01 21:25:00,519
80F1B2B8091C,25.6,65.4,1.14,78.1,993,2026-06-01 21:30:00,519
80F1B2B8091C,25.7,66.7,1.1,78.3,998,2026-06-01 21:35:00,519
80F1B2B8091C,25.5,61.8,1.25,77.9,967,2026-06-01 21:40:00,522
80F1B2B8091C,25.5,64.3,1.16,77.9,981,2026-06-01 21:45:00,519
